Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
415,5.0,0.6179,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",그룹 서비스 프로 회장 은행 금융 저축 인수 증권 대부
416,8.0,0.7747,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 기업 컨소시엄 금융 개발 전자 기술 삼성 산업 중국
417,3.0,0.3841,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",비트코인 점포 사용 일본 결제 도쿄 카메라 빅 유럽 쇼핑
418,9.0,0.5804,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 서비스 송금 은행 대출 대표 신용 가능 수수료 해외
419,0.0,0.5398,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",결제 경제 서울 가맹점 카드 시장 직불 뱅크 결제망 인터넷전문은행
420,9.0,0.4997,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",은행 카카오뱅크 대출 저축 금융 인터넷전문은행 카카오톡 송금 이용 등급
421,8.0,0.4944,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",기술 금융 분산원장 거래 기관 공동 서비스 활용 연구 가상
422,5.0,0.7329,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",이날 금융 전날 카카오뱅크 은행 케이 영업 뱅크 상승 사흘
423,9.0,0.4658,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 인터넷전문은행 서울 대출 은행 영업 케이 금융 경제 뱅크
424,9.0,0.6025,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 은행 금융 영업 계획 인터넷전문은행 규모 대표 공동 금융위
425,5.0,0.6451,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",은행 뱅크 지분 금융 회사 주가 투자 서비스 한계 구조
426,9.0,0.5763,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 금융 서비스 고객 은행 금리 상품 거래 정보 혁신
427,9.0,0.5472,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",서비스 은행 카카오뱅크 모바일 금융 거래 계획 결제 제공 대표
428,9.0,0.4338,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 금융 인터넷전문은행 투자 지원 한국 준비 예정 전산 은행
429,9.0,0.6069,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 서비스 금융 고객 은행 상품 거래 금리 정보 계획
430,8.0,0.7504,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",결제 비자 페이팔 제공 지역 아태 서울 경제 사용 서비스
431,6.0,0.5416,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",은행 지점 기술 금융 고객 서비스 미국 제공 변화 보험
432,3.0,0.5771,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",할인 고객 예약 카드 마스터 호텔 연말 결제 닷컴 입력
433,0.0,0.8359,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",수수료 카드 인하 가맹점 비용 공약 부담 업계 영세가맹점 체계
434,9.0,0.4959,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",뱅크 케이 대출 은행 신용 고객 결제 카드 모바일 금융
435,5.0,0.4939,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",뱅크 인터넷전문은행 고객 서비스 금융 은행 모델 미국 설립 특화
436,8.0,0.5846,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",삼성 혁명 산업 빅스비 기술 삼성전자 배터리 서비스 기업 개발
437,5.0,0.4611,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",시즈 액 기업 핀테크 솔루션 사업 소셜 서비스 밋 자회사
438,2.0,0.3735,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 인터넷 산업 동아일보 기업 혁명 규제 야당 완화 한도
439,3.0,0.5193,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",위챗 앱 중국 모바일 페이 증가 지난해 호출 결제 확인
440,8.0,0.8516,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 서비스 개발 디지털 사업 기술 현대 기업 글로벌 시장
441,0.0,0.3173,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",시장 카드사 결제 페이 모바일 기업 경쟁 국내 서비스 삼성
442,8.0,0.8444,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 기술 삼성 거래 서비스 지급결제 신분증 금융 기업 한국
443,8.0,0.8234,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 기술 서비스 거래 인증 삼성 사용 금융 휴사 넥스
444,7.0,0.554,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",한양 협력사 협 약식 관계 협력 업체 동반성장 지속 기술
445,9.0,0.4792,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",서비스 금융 뱅크 카카오뱅크 케이 고객 은행 이용 송금 거래
446,6.0,0.6206,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",은행 산업 핀테크 기업 혁신 금융 경쟁 스타트업 규제 디지털
447,3.0,0.3248,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",페이스북 송금 앱 기능 결제 경쟁 메신저 가능 비용 자회사
448,3.0,0.381,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",중고 서비스 에스크로 나라 딜리온 도입 금융 결제 해결 설명
449,3.0,0.4191,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",송금 기능 페이스북 가능 이용자 그룹 방성훈 친구 경제 직불
450,0.0,0.3028,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",중고 나라 오픈마켓 거래 고객 중요 회원 관계자 결제 판매자
451,5.0,0.3722,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",은행 뱅크 인터넷 전문 카카오뱅크 케이 영업 송금 금리 계좌
452,6.0,0.5622,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",직급 금융 전문가 채용 분야 안정 시스템 업무 연구 경력
453,6.0,0.5614,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 분야 모형 전문가 개발 안정 채용 기관 리스크 학위
454,6.0,0.6813,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 시장 핀테크 투자 업무 자본 경제 대학 산업 체결
455,7.0,0.6438,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",한양 협력 상호 약식 협력사 협 업체 관계 동반성장 공정
456,6.0,0.4927,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",카드 고객 모바일 변화 디지털 서비스 업계 도입 출시 사업
457,6.0,0.2908,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",뱅크 금융 일본 기반 해외 인터넷전문은행 라쿠텐 서비스 기술 신용
458,3.0,0.3775,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",결제 서비스 페이 코 모바일 가맹점 대표 마케팅 제휴 플랫폼
459,8.0,0.9355,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 삼성 거래 서비스 솔루션 가능 서울 신분증 플랫폼 경제
460,8.0,0.8598,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 서비스 금융 기술 뉴스 적용 개발 국내 사업 삼성
461,8.0,0.9903,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 거래 정보 금융 기술 서비스 인증 신분증 기업 지급결제
462,8.0,0.9533,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 삼성 기술 서비스 거래 인증 금융 신분증 플랫폼 개발
463,8.0,0.8113,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 서비스 기술 인증 개발 정보 삼성 기업 시장 디지털
464,8.0,0.9392,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 서비스 삼성 인증 기술 뉴스 금융 플랫폼 신분증 사업
465,8.0,0.9508,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 삼성 서비스 인증 보안 거래 디지털 금융 스렛 확인
466,8.0,0.8958,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 삼성 서비스 플랫폼 개발 기술 넥 기반 디지털 소비자
467,8.0,0.8014,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 삼성 서비스 인증 기술 수단 정보 레저 디지털 거래
468,8.0,0.4778,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 기술 서비스 오픈 포럼 산업 개선 기업 제도 사업
469,8.0,0.8723,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 서비스 삼성 기술 인증 금융 정보 거래 개발 넥스
470,5.0,0.5268,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",아마존 서비스 물류 로봇 사업 베조스 달러 도입 개발 업계
471,8.0,0.6176,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 거래 기업 보안 기술 서비스 산업 수수료 금융 해킹
472,8.0,0.897,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 기술 삼성 금융 거래 개발 서비스 사업 플랫폼 신분증
473,9.0,0.5518,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 테스트 시작 서비스 시스템 임직원 점검 이번 베타 전산망
474,8.0,0.7752,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 삼성 기업 서울 참여 사 회원 경제 계약 글로벌
475,8.0,0.7765,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 기업 삼성 글로벌 사업 계약 시장 디지털 참여 역량
476,3.0,0.4097,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",현금 동전 결제 카드 국가 이용 지급 비율 사용 수단
477,5.0,0.5846,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",그룹 업계 지난해 영업 적자 매출 회사 기업 악화 규모
478,8.0,0.6673,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",서비스 사업 클라우드 블록체인 시장 전기차 기업 첨단 기술 구축
479,2.0,0.3786,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",미래 금융 그룹 회장 증권 이사 자본 미래에셋대우 투자 안건
480,6.0,0.6129,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",기업 컨설팅 신보 스타트업 지원 보증 육성 산업 혁명 프로그램
481,5.0,0.6566,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",중국 앤트파이낸셜 인수 업체 사업 대표 시장 금융 미국 피긴
482,1.0,0.8582,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 거래 달러 자산 일본 발행 매력 안전 가상화폐 세계
483,3.0,0.3457,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",중고 시장 중고차 온라인 마켓 자동차 물품 거래 매매 오픈마켓
484,1.0,0.7353,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",전자화폐 가격 비트코인 거래 수단 급등 지급결제 화폐 고려 추세
485,6.0,0.6032,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",보험 시장 기술 암 테크 한국 중국 탐지 회사 규제
486,1.0,0.8174,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 움 더리 달러 가상화폐 거래 화폐 상승세 가격 코인
487,1.0,0.7874,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",가격 가상화폐 국내 거래 비트코인 더리 가량 움 하루 한국
488,2.0,0.2909,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 규제 금융 네거티브 허용 서비스 고객 업무 활용 주의
489,3.0,0.4701,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",현금 동전 이용 경제 카드 결제 금융 코드 한국 지폐
490,1.0,0.5183,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 업체 일본 화폐 디지털 포인트 비트 시작 결제 거래
491,2.0,0.4637,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 규제 금융 업무 회장 전환 정부 분리 요청 금산
492,1.0,0.571,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",가상화폐 화폐 비트코인 법정 수단 인정 일본 지급결제 규제 연구
493,8.0,0.6008,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",특허 블록체인 출원 기업 패밀리 코인 플러그 업체 기록 한국
494,8.0,0.7133,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 금융 서비스 기업 국내 물류 정보 기술력 사업 고객
495,9.0,0.4145,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",은행 송금 해외 수수료 서비스 카카오뱅크 핀테크 수준 준비 정부
496,6.0,0.4585,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",정보 카드 활용 비즈니스 카드사 거래 경제 고객 산업 금융
497,6.0,0.4289,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",산업 부산 기업 구축 공장 생산 금융 시장 스마트 시스템
498,6.0,0.2789,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",산업 정책 구조 조정 금융 정부 중국 부처 산업부 한국
499,6.0,0.6956,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",디지털 사업 확보 경쟁력 추진 전략 부 고객 강화 조직
500,6.0,0.3453,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",투자 기자 자본 금융 펀드 업무 육성 산업 정부 혁명
501,8.0,0.3728,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",스위프트 은행 보안 사이버 방글라데시 중앙은행 공격 지난해 해커 송금
502,3.0,0.3305,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",사업자 은행 결제 시스템 고객 계좌 플랫폼 가상계좌 불충 전식
503,5.0,0.4274,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",은행 인터넷 금융 뱅크 투자 대출 금리 고객 미국 한국
504,3.0,0.8475,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",포인트 백 캐쉬 적립 매장 지급 디지털 플래닛 휴사 서비스
505,8.0,0.8229,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 서비스 기술 개발 기업 물류 적용 기반 삼성 뉴스
506,9.0,0.6944,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",자금 세탁 방지 전자금융업자 평가 상호 금융 의무 부과 시스템
507,7.0,0.5616,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",후보 홍 본부 대선 투표 대통령 조사 금지 여론 문
508,2.0,0.6303,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",은행 규제 회장 연봉제 성과 금융 주의 신탁 근본 정부
509,2.0,0.6348,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",금융 은행 규제 회장 허용 업무 성과 연봉제 정부 주의
510,2.0,0.5293,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",금융 협회 은행 대선 주장 투자 시장 수수료 회장 정책
511,5.0,0.4179,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",뱅크 단스케 은행 모바일 페이 기업 금융 지난해 덴마크 수익
512,2.0,0.5266,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",투자 금융 업계 증권사 서울 정부 경제 초대 지급결제 감사
513,6.0,0.5102,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",금융 규제 산업 보험 회장 은행 서민 추진 협회 방식
514,1.0,0.6423,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 거래 부동산 이용 수단 사이트 결제 화폐 국내 건물
515,5.0,0.6076,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",엔터 브랜드 통합 기업 사업 한국 광고 게임 결제 자회사
516,1.0,0.2179,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",중국 미국 합의 시장 트럼프 쇠고기 이번 내용 무역 행정부
517,2.0,0.581,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",투자 금융 업계 증권사 서울 정부 경제 초대 지급결제 감사
518,3.0,0.7671,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",송금 이용 뱅크 서비스 계좌 페이 은행 번호 입력 계좌번호
519,2.0,0.4967,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",금융 시장 위원장 은행 업무 투자 기업 임 자본 증권업
520,2.0,0.6338,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",회장 금융 규제 협회 내용 자본 정부 허용 시장 건의
521,4.0,0.7604,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",총재 금융 중앙은행 회의 감독 기구 태평양 동아시아 원장 영향
522,4.0,0.6555,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",총재 금융 역내 회의 중앙은행 지급결제 참석 협의 체 안정
523,4.0,0.7945,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",총재 중앙은행 회의 금융 기구 한국은행 참석 역내 감독 협의
524,8.0,0.481,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",결제 현대 카드 넥 시장 시스템 기아차 서울 개발 솔루션
525,6.0,0.6391,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",은행 디지털 부문 행장 넥타이 임원 본부 업무 신한은행 고민
526,6.0,0.7217,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",산업 혁명 금융 빅데이터 감소 서비스 정보 인터넷 속도 은행업
527,2.0,0.8542,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",증권사 지급결제 은행 법인 당시 허용 자본 경제 재벌 반대
528,7.0,0.4009,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",차명 통장 결제 박 피해자 뒤 쇼핑몰 판매 인터넷 시스템
529,1.0,0.6807,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",거래소 국내 비트코인 가상화폐 거래 시장 중국 자금 시세 전자
530,7.0,0.4982,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",경제 교육 국장 방송 시장 프로그램 금융 한국은행 제작 외환
531,8.0,0.5905,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 거래 기술 블록 정보 분야 분산 물류 산업 관리
532,9.0,0.4333,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",카카오뱅크 뉴스 기기 수수료 아이 인터넷전문은행 오프라인 고객 자동 국내
533,7.0,0.5318,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",경제 방송 한국은행 국장 교육 프로그램 시장 한국 통신대 금융
534,0.0,0.8563,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",카드 수수료 가맹점 혜택 시장 정부 우대 소비자 축소 교수
535,1.0,0.4595,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 가상화폐 가치 기업 가능 전자 필요 신문 금융 거래
536,0.0,0.7539,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",가맹점 수수료 카드 신용카드 감소 적용 교수 업계 우대 영세
537,9.0,0.3783,"핀테크, 대출, 정보, 계좌, 규제, 기업, 제공, 고객, 가능, 신용",뱅크 카카오뱅크 케이 카드 기자 조연 활용 통화 경제 한국
538,0.0,0.8415,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",수수료 가맹점 카드 우대 신용카드 정부 카드사 비용 시장 감소
539,8.0,0.5989,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",서비스 은행 기업 도입 제공 세계 거래 아태 지역 이체
540,4.0,0.8213,"디지털, 화폐, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",금융 가계 시장 부채 안정 기업 수준 기관 대비 비율
541,7.0,0.5926,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",정부 개성 공단 북한 재개 핵 북 제재 대북 연계
542,1.0,0.8535,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 가치 가상화폐 화폐 거래 사용 안전 정부 가능 전자화폐
543,1.0,0.8368,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 공매 가상화폐 압수 경찰 과정 인정 범죄 수단 화폐
544,1.0,0.8792,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 거래 투자 가격 시장 달러 거래소 법 가상화폐 지위
545,5.0,0.5799,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",사업 업체 아마존 영역 시장 인수 확장 온라인 전통 개발
546,1.0,0.881,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 달러, 거래소, 가격, 투자, 미국",비트코인 달러 가상화폐 거래 화폐 거래소 투자 기술 결제 가격
547,7.0,0.6596,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",경제 방송 국장 교육 한국은행 프로그램 시장 시 대학교 통신
548,0.0,0.7307,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",가맹점 전자 수수료 신문 카드 시장 신용카드 정부 교수 감소
549,6.0,0.3538,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",경제 국장 프로그램 교육 방송 시장 아시아 한국은행 제작 진행
550,2.0,0.4104,"개정안, 규제, 금융위, 빅테크, 거래, 법, 국회, 지급결제, 전금법, 위원장",수표 출연 금융 청구 서민 은행 흥원 앞수표 지급 소지자
551,6.0,0.3727,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",경제 한국은행 방송 대학 시장 디지털 통신 한국 방영 외환
552,8.0,0.9238,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 서비스 기록 관리 물류 기업 데이터 기술 금융 업계
553,0.0,0.538,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",카드 업계 규제 수수료 원장 해지 카드사 기자 금융 완화
554,8.0,0.5461,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",서비스 고객 결제 개발 인증 기술 카드사 편의 도입 다양
555,0.0,0.4362,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",카드사 금리 수익 서울 금융 경제 업계 원장 시장 규제
556,6.0,0.397,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",원장 감독 업계 금융 카드 판매 카드사 관리 시장 당부
557,0.0,0.8144,"수수료, 카드사, 가맹점, 비용, 업계, 시장, 수익, 신용카드, 제로페이, 사업자",수수료 카드 가맹점 수익 업계 구조 우대 중소가맹점 비용 분석
558,6.0,0.3728,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",업계 원장 카드 규제 카드사 금리 판매 금융 공감 시장
559,7.0,0.5464,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 경제, 기업",지급 대금 하도급 수급 어음 사업자 결제 지연 수수료 초과
560,3.0,0.9727,"이용, 페이, 모바일, 사용, 증가, 지급, 현금, 앱, 전자, 지난해",이용 서비스 전자 분기 지급 금액 결제 건수 확대 전자지급결제대행
561,6.0,0.8892,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",핀테크 서울 센터 총집결 교수 주제 허브 최신 데모 강연
562,6.0,0.7953,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",핀테크 서울 기업 혁신 디지털 지원 인증 기자 오후 분야
563,6.0,0.816,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",핀테크 서울 센터 지원 진흥 부스 경제 기자 트렌드 정유신
564,6.0,0.4879,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",핀테크 지원 서비스 센터 서울 기술 결제 기업 모바일 분원
565,6.0,0.6876,"핀테크, 디지털, 산업, 기업, 혁신, 기술, 시장, 경제, 한국, 분야",핀테크 지원 센터 서비스 서울 전자 신문 기업 분원 기술
566,5.0,0.6564,"투자, 시장, 기업, 사업, 중국, 국내, 네이버, 증권, 성장, 한국",네이버 금융 미래에셋대우 증권사 회장 투자 업계 국내 증권 동아일보
567,8.0,0.6277,"블록체인, 기술, 시스템, 사업, 기반, 플랫폼, 개발, 제공, 정보, 기업",블록체인 삼성 글로벌 사장 시장 상용 행사 국내 기업 디지털
