Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1684,6.0,0.3504,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",부산 한국은행 문의 신호 시장 설립 환영사 조정호 기자 콘퍼런스
1685,6.0,0.3793,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",부산 한국은행 문의 최상위 시장 설립 보가 환영사 기자 콘퍼런스
1686,4.0,0.4853,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 산업 규제 감독 행정 혁신 디지털 기술 강화 방향
1687,9.0,0.8926,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 수단 독일 과세 결제 경제 서울 인정 서비스 소득세
1688,1.0,0.3348,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",수지 달러 흑자 지난해 적자 국제 외환 카드 외국인 발표
1689,6.0,0.6126,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",수지 경제 한국은행 여행 동향 지난해 외환 국제 금융 서비스
1690,3.0,0.4506,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",카드 카드사 결제 시장 페이 서비스 업계 개발 단말기 지급결제
1691,9.0,0.5603,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",송금 금융 은행 회사 리플 블록체인 암호화폐 이용 동아일보 엑스
1692,9.0,0.4204,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",가상화폐 은행 정부 기술 거래 블록체인 화폐 정보 금융 중앙은행
1693,7.0,0.6313,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 기술 거래 활용 금융 개발 부동산 플랫폼 관리 서비스
1694,7.0,0.6862,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 서비스 기술 기반 시장 은행 기업 나라 디지털 국내
1695,7.0,0.6913,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 시스템 거래 활용 기술 분야 세계 업체 주식 진행
1696,4.0,0.3786,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",페이 기업 대표 서비스 글로벌 신임 개발 제공 결제 구글
1697,3.0,0.3933,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",카카오 코인 확보 국내 사업 해외 결제 콘텐츠 주요 자회사
1698,4.0,0.8306,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 블록체인 주제 미래 교수 세션 대표 연구 기술 좌장
1699,9.0,0.4791,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",코인 블록체인 가격 자원 화폐 전산 가능 기능 경제 자산
1700,6.0,0.4501,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",화폐 법정 암호화폐 국가 발행 마셜 제도 공화국 통화 소버린
1701,1.0,0.8003,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",모바일 카드 온라인 증가 쇼핑 지난해 증가세 액 일평균 신용카드
1702,1.0,0.9072,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",결제 카드 체크카드 건당 액 평균 편의점 개인 신용 원대
1703,5.0,0.8748,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",오전 시 오후 장관 차관 서울 회의 산업부 농식품부 개최
1704,9.0,0.7588,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",하우스 암호화폐 링 규제 거래소 리플 당국 협력 산업 코인
1705,9.0,0.5451,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",화폐 현금 암호화폐 중앙은행 사용 의견서 금융 이사 지급결제 가치
1706,9.0,0.6348,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 코인 투자 활용 사용 은행 옴니 링 하우스 업체
1707,4.0,0.722,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",블록체인 농협은행 과정 교육 전문 혁명 농협 진행 인력 산업
1708,4.0,0.6763,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",농협은행 블록체인 교육 농협 과정 진행 금융 분야 참여 디지털
1709,9.0,0.8347,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 비트코인 규제 시장 달러 가격 기록 총재 코인 예지
1710,9.0,0.6799,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 하우스 링 가상화폐 거래 기자 규제 서울 청소년기 한국
1711,9.0,0.5849,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 암호화폐 비트코인 기자 디지털 거래 가격 규제 한국 해결
1712,4.0,0.6211,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",은행 디지털 금융 기업 서비스 역량 시장 플랫폼 국내 아마존
1713,9.0,0.7039,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 규제 디지털 통화 시스템 거래 가상화폐 코인 링 서비스
1714,9.0,0.6827,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 은행 송금 하우스 링 디지털 가격 예치금 해결 방식
1715,9.0,0.4033,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",해외 은행 송금 리플 솔루션 링 거래 래피드 하우스 고객
1716,9.0,0.5418,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 송금 블록체인 가상화폐 대표 하우스 은행 링 국제 이용
1717,9.0,0.654,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 거래 리플 규제 통화 링 기업 블록체인 투자 기술
1718,9.0,0.506,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",송금 은행 리플 블록체인 해외 하우스 암호화폐 링 서비스 엑스
1719,9.0,0.5305,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 암호화폐 블록체인 디지털 브래드 산업 은행 성숙 고객 가격
1720,4.0,0.5983,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",핀테크 투자 은행 아이 뉴스 기업 인수 연구소 협업 금융
1721,9.0,0.6372,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 블록체인 디지털 자산 하우스 암호화폐 링 스포츠서울 금융 커런트
1722,4.0,0.4361,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",라쿠텐 핀테크 기업 금융 고객 머니 행사 경제 그룹 블록체인
1723,9.0,0.6455,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",하우스 갈 브래드 링 리플 블록체인 기업 디지털 자산 이야기
1724,3.0,0.2871,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",에어컨 제공 구매 세탁기 랜드 동기 결제금 물량 기자 판매
1725,7.0,0.4588,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",갤럭시 화웨이 자율 주행 기술 업체 전시 전시장 장비 삼성전자
1726,7.0,0.3663,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",뉴스 은행 아이 사용 거래 플랫폼 블록체인 고객 센터 쿠폰
1727,4.0,0.3518,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",뉴스 아이 글로벌 파트너 사용 센터 플랫폼 김 소비 고객
1728,4.0,0.5185,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",기업 기술 서비스 세계 산업 나라 자동차 통신 미래 스마트
1729,4.0,0.771,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",기술 금융 산업 혁명 혁신 중심 인간 소비자 로봇 투자
1730,0.0,0.7368,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",넥 스지 업체 한솔 사업 회사 대주주 적자 지난해 경영
1731,4.0,0.3046,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",기업 시장 페이 세계 결제 거래 글로벌 미국 상거래 전자
1732,7.0,0.713,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",스위프트 송금 블록체인 은행 기술 이용 실험 필요 국제 거래
1733,7.0,0.4307,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",은행 네트워크 카드사 순이 계좌 동이 갑 지급결제 이용 카드
1734,2.0,0.3269,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 거래 암호화폐 감독 금감원 블록체인 전자 사고 방침 결제
1735,9.0,0.3229,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",가상화폐 사업 거래소 결제 수수료 진출 기자 신규 고영욱 한국
1736,4.0,0.5872,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",디지털 기업 카드 플랫폼 사장 신한 우버 서비스 임영진 글로벌
1737,0.0,0.5346,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",카카오 카카오뱅크 증자 서비스 유상 주가 기업 플랫폼 결제 지난해
1738,6.0,0.5295,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",빅데이터 중앙은행 분석 자료 통계 연구 물가 정책 모바일 경제
1739,3.0,0.6353,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",페이 결제 결제액 누적 플래닛 하루 건수 고객 디지털 뉴스
1740,0.0,0.6022,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",효성 분할 회사채 발행 회사 등급 신용 투자 사업 금융
1741,4.0,0.4782,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",도시 기술 도전 산업 혁명 여시 강의 진행 특강 기자
1742,5.0,0.5623,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",후보 서울 시장 공약 서울시 정책 미세먼지 유권자 교통 김문수
1743,0.0,0.3968,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",창업 회사 전자 투자 성공 벤처 형제 패트릭 스트라이프 캐피털
1744,3.0,0.4052,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",송금 해외 팬 가상화폐 대표 블 활용 가능 파트너 국가
1745,3.0,0.7171,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",서비스 결제 더치페이 페이 테이블 카드 카드사 국민카드 고객 모바일
1746,6.0,0.7626,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",금융 한국은행 제도 화폐 안정 통화 기관 경제 정책 신용
1747,5.0,0.6292,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",위원장 남북 경제 정상 판문점 정책 국회의원 김정은 군사분계선 한국은행
1748,7.0,0.8542,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",은행 인증 블록체인 사업 시스템 시범 연합회 공인 업무 공동
1749,4.0,0.3979,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 총재 은행 핀테크 기술 혁신 서울 암호화폐 중앙은행 경제
1750,5.0,0.706,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",경제 동향 지수 조간 해외 기획재정부 퇴직 보고서 기자 파스
1751,6.0,0.4491,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",수지 금리 관심 발표 개선 국제 적자 규모 한국 가중
1752,3.0,0.4152,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",결제 서비스 확대 시장 사업자 사업 정책 추진 대표 카카오페이
1753,5.0,0.8797,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",오전 시 오후 차관 회의 장관 서울 해수부 농식품부 환경부
1754,2.0,0.3523,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",투자 금융 시장 규제 경제 국회 강화 사장 관점 정책
1755,6.0,0.5286,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",총재 회의 금 재무 통 중앙은행 한국은행 장관 물가 의사록
1756,2.0,0.7254,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",예금 금융 상품 이자 은행 기간 자금 기관 거래 지급
1757,9.0,0.7183,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 금융 라가르드 세계 비트코인 총재 미국 경제 블록체인 가능
1758,3.0,0.5536,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",결제 페이 기반 유통 채널 사업 카카오페이 돈 오프라인 대표
1759,9.0,0.5104,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 증권 투자 토큰 취급 발행 수단 판단 위원 수익
1760,8.0,0.5288,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",삼성증권 주식 금융 시스템 조사 말씀 정책 사태 시장 거래
1761,6.0,0.8461,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",고용 안정 목표 정책 한은 물가 총재 통화 금리 목적
1762,7.0,0.273,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 금융 암호화폐 기반 케이 산업 핀테크 P2P 웹툰 사
1763,2.0,0.5237,"규제, 핀테크, 대출, 기업, 정보, 혁신, 계좌, 가능, 오픈뱅킹, 신용",금융 방안 개선 금융감독원 은행 신한 기업 개인 웹툰 예정
1764,5.0,0.8569,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",오전 시 차관 오후 회의 서울 장관 환경부 농식품부 해수부
1765,7.0,0.4568,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 브뤼셀 세계 기술 대회 경제 상품 위조 아시아 유럽
1766,6.0,0.5463,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",경제 성장 분기 지수 통화 해외 한은 한국은행 총재 기업
1767,6.0,0.4853,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",지수 무역 가능 지난해 기업 보고서 경제 전쟁 기록 연속
1768,7.0,0.7049,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",세틀뱅크 큐브리드 허우영 시스템 수납 지방 기업 정병주 디지털 결제
1769,0.0,0.6891,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",사업 성장 카페 플랫폼 시장 예상 미래에셋대우 개선 확대 서비스
1770,5.0,0.5879,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",동향 장관 산업 통일부 발표 활동 남북 의원 웹툰 경제
1771,7.0,0.6313,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 사업 가상화폐 거래 서비스 텔레콤 지원 기자 유닛 자산
1772,7.0,0.5085,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",지급결제 네트워크 은행 블록체인 암호화폐 기반 비트코인 이용 송금 호가
1773,6.0,0.5591,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",영상 지급결제 사진 정책 설명 설 제보 서울 언론 명회
1774,9.0,0.699,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 투자 비트코인 가격 리플 상승 엑스 시장 이날 방식
1775,0.0,0.6282,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",사업 쇼핑몰 솔루션 카페 매출 기업 뉴스 미래에셋대우 결제 시장
1776,1.0,0.8016,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 모바일 뱅킹 지난해 금융 서비스 조사 등록 포인트 소외
1777,7.0,0.5279,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",금융 센터 데이터 소산 공격 백업 공동 구축 북한 가이드라인
1778,1.0,0.8604,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",모바일 이용 뱅킹 비율 스마트폰 지난해 금융 서비스 지급 사용
1779,9.0,0.5964,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",가상화폐 부과 세법 규제 부가가치세 매매 자금 작년 과세 거래
1780,9.0,0.5464,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",달러 비트코인 시세 한국은행 기준 가상 통화 작년 지급결제 분석
1781,6.0,0.5801,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",기술 연구 시스템 분산원장 한은 발행 적용 가상 통화 중앙은행
1782,9.0,0.5721,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 부과 과세 연구 거래 세법 일본 미국 신문 전자
1783,6.0,0.6103,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",시범 사업 경제 단계 동전 한은 적립 실시 아시아 대국민
1784,1.0,0.9134,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",모바일 문의 뱅킹 이용 최신 발표 페이스북 기사 기자 서울
1785,1.0,0.8076,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 모바일 비율 금융서비스 보안 저소득층 서비스 우려 한은 조사
1786,9.0,0.8158,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 부과 세금 과세 세법 서울 소득 부가세 거래 경제
1787,1.0,0.7807,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 모바일 뱅킹 가상 비율 지난해 통화 달러 비즈 스마트폰
1788,1.0,0.7198,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",연휴 이용 평균 결제 상반기 지난해 실적 추석 신용카드 망
1789,5.0,0.6042,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",장관 동향 발표 남북 산업 활동 통일부 대상 김정남 경제
1790,6.0,0.6724,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",지급결제 사진 영상 정책 언론 공감 설명 서울 보고서 제보
1791,1.0,0.9533,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 인터넷 스마트폰 뱅킹 비율 증가 쇼핑 모바일 당시 보유
1792,6.0,0.787,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",중앙은행 한은 한국은행 지급결제 가상 통화 발행 디지털 사항 김정남
1793,9.0,0.7352,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",통화 가상 지난해 성격 비트코인 자산 주요 거래 규제 수단
1794,1.0,0.7885,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 모바일 서비스 비율 지급 뱅킹 결제 경제 조사 송금
1795,6.0,0.3107,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",자금 결제 금융망 결제금 지난해 증가 금융 액 한은 기관
1796,3.0,0.5152,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",사업 적립 동전 카드 방식 계좌 시범 실시 단계 매장
1797,1.0,0.886,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 모바일 비율 서비스 소득 사용 금융서비스 조사 연령 뱅킹
1798,6.0,0.5257,"화폐, 디지털, 중앙은행, 경제, 통화, 발행, 정책, 한국은행, 한은, 연구",기술 시스템 연구 분산원장 한은 가상 통화 기반 적용 지급결제
1799,1.0,0.8722,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",모바일 이용 뱅킹 서비스 비율 유출 정보 우려 사용 금융서비스
1800,9.0,0.4694,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",가상 통화 거래 국가 방지 자금 대응 부과 지난해 적용
1801,1.0,0.814,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 모바일 뱅킹 지급 서비스 뉴스 고객 이유 노년층 인터넷
1802,1.0,0.9131,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 일평균 지난해 대비 수표 용액 지급 증가 뉴스 수단
1803,1.0,0.6086,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",연휴 평균 상반기 결제 이용 규모 감소 지난해 추석 해외
1804,9.0,0.6328,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",가상 통화 부과 과세 비트코인 세금 거래 일본 소득 부가세
1805,1.0,0.8892,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 뱅킹 모바일 지난해 인터넷 스마트폰 대비 금액 비율 포인트
1806,3.0,0.3638,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",협업 상품 업체 기업 금융 서비스 판매 가전 소비자 산업
1807,5.0,0.5566,"오전, 시, 서울, 지원, 지역, 장관, 오후, 회의, 기업, 경제",서울 자영업자 후보 예비 박 수수료 지원 페이 신용카드 부담
1808,0.0,0.7406,"투자, 기업, 시장, 중국, 사업, 한국, 성장, 증권, 국내, 미국",현대 수요 채권 케피코 회사채 등급 금리 투자 자동차 발행
1809,9.0,0.5629,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 코인 투자 블록체인 펀드 존슨 기술 달러 트래 스
1810,7.0,0.3534,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",블록체인 와이어 송금 플랫폼 기술 키 규제 실리콘밸리 한국 시장
1811,3.0,0.5244,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",페이 한국 서울 시장 대표 기자 오니 전자 글로벌 상거래
1812,3.0,0.4503,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",한국 페이 시장 서비스 세계 제공 지원 셀러 결제 수수료
1813,7.0,0.5021,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",리플 금융 회사 블록체인 서비스 네트워크 동아일보 슈워츠 사용 프로그램
1814,3.0,0.9627,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",페이 포인트 결제 코 할인 혜택 네이버 금액 리 워즈
1815,8.0,0.4482,"개정안, 거래, 금융위, 빅테크, 국회, 전금법, 한은, 지급결제, 의원, 법",정부 청와대 장관 국민 대통령 말씀 비서 인사 국회 복지
1816,4.0,0.297,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",블록체인 법 금융 암호화폐 이슈 비즈니스 기반 법률 사업 정보
1817,3.0,0.9263,"페이, 앱, 고객, 제공, 플랫폼, 모바일, 네이버, 사용, 업체, 이용",페이 결제 할인 포인트 코 혜택 제공 네이버 워즈 리
1818,9.0,0.7531,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 펀드 투자 소로스 코인 달러 비트코인 하락 베이스 조지
1819,9.0,0.5599,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",화폐 암호화폐 법정 중앙은행 비트코인 경제 가격 가치 금 발행
1820,9.0,0.4506,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",블록체인 가상화폐 서비스 인터넷 미래 가치 기반 기업 투자 닷컴
1821,7.0,0.7146,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",오미 세고 신한 카드 기술 블록체인 전자 신문 결제 교환
1822,7.0,0.5415,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",카드 블록체인 신한 결제 디지털 오미 포인트 태국 기술 사업자
1823,9.0,0.4463,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",블록체인 리플 암호화폐 투자 신문 기술 전자 달러 스타트업 기업
1824,7.0,0.5695,"블록체인, 기술, 시스템, 정보, 기반, 개발, 기업, 사업, 거래, 활용",신한 카드 사업자 블록체인 기술 오미 세고 결제 지급결제 디지털
1825,9.0,0.5341,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",썸 빗 암호화폐 결제 캐시 수수료 원화 사용 점주 출금
1826,4.0,0.7953,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",금융 블록체인 주제 미래 교수 세션 대표 연구 기술 좌장
1827,4.0,0.4941,"핀테크, 디지털, 산업, 기업, 혁신, 시장, 기술, 경제, 한국, 데이터",혁신 서비스 데이터 미래 규제 산업 정보 이용 택시 암호화폐
1828,9.0,0.4364,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",암호화폐 지난해 당기순이익 썸 수수료 매출액 빗 경제 실적 기록
1829,1.0,0.8235,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 서비스 결제 금액 지급 전자 송금 건수 증가 분기
1830,1.0,0.7931,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",서비스 이용 전자 지급 회사 증가 결제 대비 평균 송금
1831,1.0,0.9846,"수수료, 카드사, 이용, 가맹점, 증가, 신용, 신용카드, 지급, 비용, 지난해",이용 서비스 지급 금액 결제 전자 건수 지난해 평균 하루
1832,9.0,0.575,"비트코인, 암호화폐, 가상화폐, 거래, 코인, 거래소, 달러, 가격, 투자, 미국",리플 가상화폐 송금 블록체인 비트코인 가치 대표 기술 은행 회사
